Job ID,Schedule Type,Level,Function(s),Region,Division,Business Unit,Employment Type,url,Job Title,Job Responsibilities,Location
2018-48688,Full Time,Associate,Engineering,EMEA,Engineering,Data Intelligence,Employee,https://careers-goldmansachs.icims.com/jobs/48688/data-engineer---edge-data-engineering---data-intelligence/job?hub=7,Data Engineer - Edge Data Engineering - Data Intelligence,The Data Intelligence organization aims to make data a strategic asset for the enterprise by providing a platform that enables the structuring management integration control discovery usage and governance of our Data Assets The team leverages a wide variety of cutting edge technologies including Hadoop HBase Spark Apache Beam Apache Flink Kakfa SQL OLAP platforms Presto Hive Java and Python Your impact will be to Curate design and catalog high quality data models to ensure that data is accessible and reliable Build highly scalable data processing frameworks for use across a wide range of datasets and applications Provide data driven insight and decision making critical to GS s business processes in order to expose data in a scalable and effective manner Understanding existing and potential data sets in both an engineering and business context WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment ,UK-London
2019-50098,Full Time,Associate,Technology,Americas,Engineering,Consumer Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/50098/consumer-banking-technology---agile-delivery---scrum-master/job?hub=7,Consumer Banking Technology - Agile Delivery - Scrum Master,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Consumer and Commercial Banking CCBD Consumer and Commercial Banking brings innovative solutions to traditional banking activities We are a global team of lenders investors risk managers skilled marketers web experts and banking specialists We provide a suite of solutions to help our customers meet their personal financial goals We make direct investments in and risk manage a portfolio of corporate loans and securities And we help transform distressed communities through investments and loans of private capital Digital Finance Digital Finance a business unit within CCBD is comprised of the firm s digitally led consumer businesses which include the Marcus deposits and lending businesses as well as the personal financial management app Clarity Money Digital Finance combines the strength and heritage of a year old financial institution with the agility and entrepreneurial spirit of a tech start up Through the use of machine learning and intuitive design we provide customers with powerful tools that are grounded in value transparency and simplicity to help them make smarter decisions about their money ,US-CA-San Francisco
2018-47912,Full Time,Associate,Engineering,EMEA,Engineering,Equities Technology,Employee,https://careers-goldmansachs.icims.com/jobs/47912/equities-technology---sts-technology---software-developer/job?hub=7,Equities Technology - STS Technology - Software Developer,WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR We are looking for a technical individual to join our Warsaw engineering team working closely with other Engineers Traders and Sales to work on automation projects This will involve Client performance and risk reporting Trading execution and booking automation Electronic distribution client facing web development Client trade data analytics OUR IMPACT Work on some of the most complex technical and design challenges in technology and finance Learn from the foremost experts in finance technology and math who are diverse in their academic ethnic and social backgrounds Benefit from ongoing training development and mentoring to advance in your career ,PL-Warsaw
2019-50154,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Core Engineering Management,Employee,https://uscareers-goldmansachs.icims.com/jobs/50154/core-engineering---head-of-technical-documentation/job?hub=7,Core Engineering - Head of Technical Documentation,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Details of This Role We are looking for a Head of Technical Documentation to shape the way documentation is written and delivered to our global community of engineers and over end users This is a senior level role with the opportunity to define best practices oversee their application across a range of platforms and influence the development of authoring and search tools ,US-NY-New York
2018-49070,Full Time,Analyst,Technology,Americas,Engineering,Operations Engineering,Employee,https://uscareers-goldmansachs.icims.com/jobs/49070/operations-engineering---operations-engineering-mgmt---ops-risk-engineering-data-analyst---project-manager/job?hub=7,Operations Engineering - Operations Engineering Mgmt - Ops Risk Engineering Data Analyst / Project Manager,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment The Operations Division is the engine room that powers Goldman Sachs and Operations Technology is driving their industrialization through automation digitization and orchestration As an Operations Risk engineer you will be responsible for being part of a team that develops scalable and robust technology solutions which help risk managers drive an efficient risk and control framework in Operations Division Technology that enables them to monitor assess report and prevent various types of risks related to people processes and events in Operations As a member of our team you will work closely with business and technical colleagues locally in London Warsaw New York and Bengaluru to solve challenging technical problems and deliver cutting edge technical solutions to meet evolving business demands Effective problem solving consensus building and a highly developed analytical skill set are essential to your success We run an Agile Scrum team with iterative feedback loops with our clients and continual improvement of the team s processes We are looking for talented business analyst who have an insatiable appetite for learning passionate about building commercial innovative solutions and developing highly effective teams ,US-NY-New York
2018-48137,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Technology Risk,Employee,https://uscareers-goldmansachs.icims.com/jobs/48137/core-engineering---technology-risk---security-incident-response-team---tmc---data-scientist/job?hub=7,Core Engineering - Technology Risk - Security Incident Response Team - TMC - Data Scientist,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Goldman Sachs Technology Risk is leading threat risk analysis and data science initiatives that are helping to protect the firm and our clients from information and cyber security risks Our team equips the firm with the knowledge and tools to measure risk identify and mitigate threats and protect against unauthorized disclosure of confidential information for our clients internal business functions and our extended supply chain SECURITY INCIDENT RESPONSE TEAM SIRT supports and enables a comprehensive technical Cyber Defense program for the firm while increasing awareness of current and potential Cyber Threats Works across the organization to operate efficiently provide technical investigative support and mitigate threats to the firm Do you enjoy solving challenging puzzles Protecting critical networks from cyber attacks Designing and integrating state of the art technical solutions A position as a Security Analyst on Goldman Sachs Threat Management Center lets you do all this and more ,US-TX-Dallas
2018-42584,Full Time,Analyst,Engineering,Americas,Engineering,Research & Development Eng,Employee,https://uscareers-goldmansachs.icims.com/jobs/42584/core-engineering---research-%26-development-engineering---research-engineer/job?hub=7,Core Engineering - Research & Development Engineering - Research Engineer,TECHNOLOGY Our team of engineers builds solutions to the most complex problems We develop cutting edge systems and processes that form the core of our key business and enable transactions to move in milliseconds We provide real time access to critical deal information and crunch billions of data points each day to inform firm wide market insights and strategies Team members have the opportunity to work at the forefront of technology innovation alongside industry leaders and make significant contributions to the field YOUR IMPACT R D Engineers are accomplished creative thinkers who contribute their own original perspectives and ideas to a highly collaborative environment that values real world delivery in order to drive business demands and outcomes As a Research Engineer you would be working in an enthusiastic and self starting team of talented individual contributors with diverse opinions who relish the opportunity to pursue a wide variety of challenging problem spaces Research Engineers are expected to be working with core businesses to fundamentally push the boundaries in FinTech As a Research engineer you will work in an R D group focused on developing and using AI technology for a variety of applications in the financial industry As such you must have a solid working knowledge of machine learning techniques and methods from knowing how to curate data collect it clean it analyze it develop labeled data for supervised learning to developing appropriate models and evaluating them including knowing how to break them by generating adversarial examples You must have a thirst to learn and understand new AI techniques and apply them to the problems at hand OUR IMPACT You will work across a wide range of business units as an elite team of engineers dedicated to delivering business critical priorities using innovative methods and technologies The R D group acts as a surge squad responsible for accelerating a specific high impact Technology Division project driven by our comprehensive research NOW YOU WILL FULFILL YOUR POTENTIAL Explainable Machine Learning and Applied Artificial Intelligence Verification and Security on Distributed Ledgers and Block Chains Game Theory and Quantum Computing Optimizations in Large Scale Distributed Calculations Robotic Process Automation ,US-NY-New York
2019-50043,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Consumer Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/50043/vice-president-tech122618tsccbd/job?hub=7,Vice President-TECH122618TSCCBD,Vice President with Goldman Sachs Bank USA in San Francisco CA Work Schedule hours per week a m to p m ,US-CA-San Francisco
2018-47105,Full Time,Associate,Engineering,EMEA,Engineering,Quality Assurance Engineering,Employee,https://careers-goldmansachs.icims.com/jobs/47105/quality-assurance---qae-software-engineer/job?hub=7,Quality Assurance - QAE Software Engineer,WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment ,UK-London
2019-50345,Full Time,"Vice President/Executive Director, Associate",Technology,Americas,Engineering,Finance Eng,Employee,https://uscareers-goldmansachs.icims.com/jobs/50345/finance-engineering---corporate-treasury-strats/job?hub=7,Finance Engineering - Corporate Treasury Strats,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment In Finance Risk Engineering you ll find an exciting confluence of computer science finance and mathematics being used to solve for what our shareholders would like from us a high return for the right risk taken The Corporate Treasury Strats team is looking for world class quantitative programmers to work closely with Corporate Treasury partners to employ quantitative analytics to drive optimizations of firm liquidity cash and collateral management funds transfer pricing and trade execution strategies This is an integrated group which both explores new ideas for optimizing the funding management of the firm and also executes trading strategies all in one team Corporate Treasury lies at the heart of Goldman Sachs ensuring that businesses have the appropriate level of funding to conduct their activities while also optimizing the firm s funding costs and managing liquidity risks As part of the Corporate Treasury Engineering team you will be exposed to securities division and banking initiatives to new business activities and to critical strategic programs Goldman Sachs pursues to maintain its leadership among global financial institutions YOUR IMPACT Corporate Treasury Strats use their engineering and or scientific background to implement quantitative analytics and management solutions in software Corporate Treasury Engineering products guide funding sourcing decisions allocation of financial resources quantification of funding costs and strategies to minimize costs and hedge risks Successful strats are highly analytical driven to own commercial outcomes and communicate with precision and clarity Corporate Treasury Strats welcomes applicants with Master s or a PhD in financial engineering financial math quantitative sciences e g physics statistics applied math or other quantitative discipline or relevant professional experience Strong analytical skills mathematical fluency and programming abilities are required ,US-NY-New York
2019-50447,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Consumer Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/50447/vice-president---tech0115201923ccbd/job?hub=7,Vice President - TECH0115201923CCBD,Vice President with Goldman Sachs Bank USA in New York NY Work Schedule hours per week a m to p m ,US-NY-New York
2019-50473,Full Time,Associate,Technology,Americas,Engineering,PWM Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/50473/associate---tech0115201927pwm/job?hub=7,Associate - TECH0115201927PWM,Associate with Goldman Sachs Services LLC in Salt Lake City UT Work Schedule hours per week a m to p m ,US-UT-Salt Lake City
2019-50323,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Consumer Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/50323/vice-president%2c-tech010719sdccbd/job?hub=7,"Vice President, TECH010719SDCCBD",Vice President with Goldman Sachs Bank USA in New York NY Work Schedule hours per week a m to p m ,US-NY-New York
2018-42984,Full Time,Analyst,Engineering,EMEA,Engineering,MBD Engineering,Employee,https://careers-goldmansachs.icims.com/jobs/42984/merchant-banking-engineering-%e2%80%93-quantitative-financial-engineer/job?hub=7,Merchant Banking Engineering – Quantitative Financial Engineer,WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Goldman Sachs Engineering is a leading developer of quantitative models and cutting edge systems to solve complex business problems Working with the firm s trading operations finance sales banking and investing businesses engineers use their mathematical and scientific training to create financial products advise clients on transactions identify market opportunities assist managing risks and provide technical solutions to facilitate all business activities The Merchant Banking Division MBD invests in private equity and debt across corporate securities real estate and infrastructure related assets It operates on a global platform and works in a fast paced dynamic environment with individuals with versatile skills and a passion for strategic investing The Merchant Banking Engineering team collaborates with investing and finance professionals to create quantitative models and applications supporting all aspects of the investing and lending activities Members of our team hold Bachelors Masters and Doctoral degrees in Engineering Computer Science Mathematics Physics Economics among other fields The team s responsibilities include creating quantitative models and developing software applications to help structure value hedge risk manage the investments and portfolios and assist processes and reporting We are interested in individuals who have strong quantitative and coding skills and an interest to learn about finance As a Quantitative Financial Engineer in Merchant Banking Engineering you will have the opportunity to work on many different types of projects including Assisting investment decisions across a variety of asset classes Providing analytics to optimize investment structure and pricing Creating systems to streamline the investing process and scale growing strategies Developing portfolio management tools for senior investment leaders Creating models for valuing investments and projecting returns Advising on fund structuring and strategy to maximize profits for our investors and firm ,UK-London
2019-49986,Full Time,Vice President/Executive Director,Engineering,Americas,Engineering,Platform,Employee,https://uscareers-goldmansachs.icims.com/jobs/49986/vice-president---tech122718hgplt/job?hub=7,Vice President - TECH122718HGPLT,Vice President with Goldman Sachs Co LLC Applicant May Work Remotely Work Schedule hours per week a m to p m ,US-NY-New York
2018-43049,Full Time,Associate,Technology,Asia Except Japan,Engineering,Platform,Employee,https://careers-goldmansachs.icims.com/jobs/43049/core-engineering---r%26d-eng-development-engineer/job?hub=7,Core Engineering - R&D Eng Development Engineer,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Collaborate with Technology Division teams as a pool of developers dedicated to delivering key priorities Act as surge squad responsible for accelerating a specific high impact Technology Division project You will work in a fast paced environment as a member of a global team of exceptional engineers who are at the forefront of delivering innovative platforms that enable state of the art technology solutions You will work closely with other technology teams and internal end users to deliver solutions that drive a variety of GS businesses You will have an opportunity to be part of cutting edge R D projects within the firm We will be looking into building machine learning and blockchain solutions,HK-Hong Kong
2018-44130,Full Time,Associate,Technology,India,Engineering,Investing & Lending Engg,Employee,https://careers-goldmansachs.icims.com/jobs/44130/engineering---rmd-technology---java-developer/job?hub=7,Engineering - RMD Technology - Java Developer,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment RMD Technology supports the Realty Management Division a global business unit that provides loan real estate and investment management services to multiple trading desks across the firm The applications built by RMD Technology facilitate the life cycle of billion assets under management across different regions and asset classes The team is uniquely situated to interface with multiple groups in the front mid and back offices giving a well rounded perspective to the flow of the data throughout the firm RMD Tech supports federation technology functions loan and real Estate asset management and servicing for the following Investing and Lending businesses SSG MBD Mortgages PWM GSB and GSAM The lending business accounts for of the firm s PnL of the B additional projected revenue of the firm is expected from Investing and Lending businesses RMD Tech is focused on re engineering legacy Loans and Real Estate systems to support exponential growth in Investing and Lending business The new system is expected to be built over the next three years using new Technologies DASH Java Spark Mongo KAFKA with pipes into data lake We are looking to hire strong Engineers who can help built a platform that can support MM loans and Real Estate assets ,IN-Bengaluru
2018-48331,Full Time,Vice President/Executive Director,Engineering,EMEA,Engineering,Platform,Employee,https://careers-goldmansachs.icims.com/jobs/48331/user-experience-developer-designer---digital-experience/job?hub=7,User Experience Developer/Designer - Digital Experience,Design and deliver great products that satisfy the firm s business needs and achieve adoption Our practitioners have expertise in user research interaction design visual design and front end development This unique skill set allows us to partner with business and technology teams firm wide to create applications that are easy to use engaging powerful and competitive The Platform User Experience UX team is looking for an experienced web developer As a member of the UX engineering team he she will be responsible for playing a key role in designing developing and enhancing the Firm s standard UI framework and its associated products that aim to standardize the experience of web desktop mobile applications for a variety of businesses at Goldman Sachs including Legal Compliance and Audit The developer will work with designers to conceptualize and build components and patterns that will be offered as part of the UI framework to application teams across the firm He She will be involved in constant and consistent improvement of the framework by researching and learning new trends and technologies The developer will work on building several applications and tools that support and enhance the framework He She will also work with the wider development community to provide guidance on usage of the framework to drive towards high quality and consistency of UI across the firm He She must be innovative analytical and a problem solver The candidate must have extensive experience working in an agile environment Must have superior interpersonal skills excellent communication and organization skills and be able to work on multiple projects simultaneously in a fast paced collaborative environment WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment ,UK-London
2018-48447,Full Time,Associate,Technology,Americas,Engineering,Consumer Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/48447/ccbd-technology---architecture---technical-writer/job?hub=7,CCBD Technology - Architecture - Technical Writer,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Consumer and Commercial Banking CCBD Consumer and Commercial Banking brings innovative solutions to traditional banking activities We are a global team of lenders investors risk managers skilled marketers web experts and banking specialists We provide a suite of solutions to help our customers meet their personal financial goals We make direct investments in and risk manage a portfolio of corporate loans and securities And we help transform distressed communities through investments and loans of private capital Digital Finance Digital Finance a business unit within CCBD is comprised of the firm s digitally led consumer businesses which include the Marcus deposits and lending businesses as well as the personal financial management app Clarity Money Digital Finance combines the strength and heritage of a year old financial institution with the agility and entrepreneurial spirit of a tech start up Through the use of machine learning and intuitive design we provide customers with powerful tools that are grounded in value transparency and simplicity to help them make smarter decisions about their money ,US-CA-San Francisco
2019-50614,Full Time,Associate,Engineering,EMEA,Engineering,Platform,Employee,https://careers-goldmansachs.icims.com/jobs/50614/conference-center-support---client-services---eto/job?hub=7,Conference Center Support - Client Services - ETO,Design engineer deploy lifecycle manage the firm s voice multimedia systems messaging platforms desktop and productivity apps including MS Exchange perimeter gateways MS Office Outlook Visio Google docs Trader voice platforms call manager and Telepresence The group ensures the resiliency optimization security and protection of our systems and the delivery and management of the firm s robust product groups The Conference Center Team Member will be responsible for providing world class technical support to our global user community The team works in a fast paced setting providing x support for all regions and business units within the firm The individual will be required to provide customer service to our internal user community utilizing their technical and service oriented skills WHAT WE DO At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here WHO WE LOOK FOR Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment ,UK-London
2019-50019,Full Time,Associate,Technology,India,Engineering,Commercial Banking Technology,Employee,https://careers-goldmansachs.icims.com/jobs/50019/commercial-banking---full-stack-developer/job?hub=7,Commercial Banking - Full Stack Developer,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment What We Do At Goldman Sachs our Engineers don t just make things we make things possible We change the world by connecting people and capital with ideas and solve the most challenging and pressing engineering problems for our clients Our engineering teams build scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Engineering which is comprised of our Technology Division and global strategist groups is at the critical center of our business Our dynamic environment requires innovative strategic thinking Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment The Commercial Banking Division brings innovative solutions to traditional banking activities We are a global team of lenders investors risk managers skilled marketers web experts and banking specialists We provide a suite of solutions to help our customers meet their financial goals We make direct investments in and manage risk for a portfolio of corporate loans and securities We help transform distressed communities through investments and loans of private capital Commercial Banking Commercial Banking aims to provide comprehensive cash management solutions for corporations Commercial Banking combines the strength and heritage of a year old financial institution with the agility and entrepreneurial spirit of a tech start up Our goal is to provide the best client experience Through the use of modern technologies centered on data and analytics we provide customers with powerful tools that are grounded in value transparency and simplicity to improve cash flow management efficiency ,IN-Bengaluru
2018-48894,Full Time,Vice President/Executive Director,Technology,Americas,Engineering,Commercial Banking Technology,Employee,https://uscareers-goldmansachs.icims.com/jobs/48894/commercial-banking---front-end-engineering-lead/job?hub=7,Commercial Banking - Front End Engineering Lead,What We Do At Goldman Sachs our Engineers don t just make things we make things possible Change the world by connecting people and capital with ideas Solve the most challenging and pressing engineering problems for our clients Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Create new businesses transform finance and explore a world of opportunity at the speed of markets Engineering which is comprised of our Technology Division and global strategists groups is at the critical center of our business and our dynamic environment requires innovative strategic thinking and immediate real solutions Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment What We Do At Goldman Sachs our Engineers don t just make things we make things possible We change the world by connecting people and capital with ideas and solve the most challenging and pressing engineering problems for our clients Our engineering teams build scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action Engineering which is comprised of our Technology Division and global strategist groups is at the critical center of our business Our dynamic environment requires innovative strategic thinking Want to push the limit of digital possibilities Start here Who We Look For Goldman Sachs Engineers are innovators and problem solvers building solutions in risk management big data mobile and more We look for creative collaborators who evolve adapt to change and thrive in a fast paced global environment Commercial Banking Commercial Banking a business unit within CCBD aims to provide comprehensive cash management solutions for corporations Commercial Banking combines the strength and heritage of a year old financial institution with the agility and entrepreneurial spirit of a tech start up Our goal is to provide the best client experience Through the use of modern technologies centered on data and analytics we provide customers with powerful tools that are grounded in value transparency and simplicity to improve cash flow management efficiency The Team Channel Engineering is a global team New York London Bengaluru responsible for building client facing platforms for the Corporate Cash Management offering This includes a client portal mobile applications ERP integration and others The team as a strong engineering and user experience culture Our client facing platforms are of critical importance for the business as usability client experience and easy integration our key differentiating factors in the market place ,US-NY-New York
